final_title,combined_features
Superman II,Action Adventure Fantasy Science Fiction saving the world dc comics sequel superhero based on comic book loss of virginity criminal super powers phantom zone rocket fired grenade crystal machine superhuman strength duringcreditsstinger
Gigli,Drama new york mentally disabled kidnapping blackmail mission of murder lovers lesbian mobster
All the King's Men,Drama Thriller corruption journalist based on novel blackmail manipulation bodyguard louisiana scandal power governor politics tragedy mistress aristocrat
Shaft,Action Adventure Crime Thriller corruption black people italo-american brother sister relationship drug dealer revenge murder violence drug police officer xenophobia
Anastasia,Animation Family tzar musical russian revolution train explosion foreign language adaptation exploding train
Moulin Rouge!,Drama Music Romance duke musical writer's block music terminal illness writer no opening credits moulin rouge bohemian toulouse lautrec red curtain cancan dance la traviata orpheus and eurydice dance hall
Domestic Disturbance,Mystery Thriller Crime menace adoption dangerous adoptive father threat to death step father murder divorce ex-wife child murder hunt
Black Mass,Crime Drama boston based on true story organized crime
Flags of Our Fathers,War Drama History world war ii dying and death pacific iwo jima aftercreditsstinger duringcreditsstinger
Law Abiding Citizen,Drama Crime Thriller tattoo secret passage baseball bat deal explosion justice district attorney courtroom vigilantism
Grindhouse,Thriller Action Horror exploitation slasher zombie killer
Beloved,Drama Thriller 
Lucky You,Drama Romance poker sport las vegas
Catch Me If You Can,Drama Crime con man biography fbi agent overhead camera shot attempted jailbreak engagement party mislaid trust bank fraud inspired by a true story
Zero Dark Thirty,Thriller Drama History assassination cia hotel terrorist prisoner car dealer mossad van iraq pakistan osama bin laden man hunt navy seal f word female protagonist gunfight raid violence text message monkey dog special forces tied up military area 51 terrorist group torturing woman director al qaeda prison camp water torture suicide bombing 21st century ex special forces post 9/11 helicopter crash islamabad
The Break-Up,Romance Comedy bowling chicago american football flat baseball new love tour guide break-up art gallery argument pool table watching tv ex-boyfriend ex-girlfriend relationship dinner party condominium
Mamma Mia!,Comedy Romance single parent greece musical daughter single mother daughter relationship duringcreditsstinger woman director
Valentine's Day,Comedy Romance flower married couple florist kiss single valentine valentine's day multiple storylines aftercreditsstinger duringcreditsstinger
The Dukes of Hazzard,Action Adventure Comedy sheriff farm bikini redneck moonshine
The Thin Red Line,Drama History War based on novel japanese world war ii battle assignment invasion marine corps u.s. army commander pacific rifle survival jungle infantry steel helmet sergeant pacific island soldier battle fighting guadalcanal awol philosophic conflict
The Change-Up,Comedy jealousy chance wish change man change co-worker body-swap
Man on the Moon,Comedy Drama Romance show business comedian wrestling
Casino,Drama Crime poker drug abuse 1970s overdose illegal prostitution
From Paris with Love,Action Crime Thriller paris cia undercover explosive pimp ambassador anti hero revelation french politician firearm deception car crash gang
Bulletproof Monk,Action Comedy Fantasy monk homeless person injection fall knife fight scroll the force
"Me, Myself & Irene",Comedy schizophrenia ex-cop aftercreditsstinger duringcreditsstinger
Barnyard,Animation Comedy Family peasant farm cow cojote family
Deck the Halls,Comedy Family holiday massachusetts neighbor christmas
The Twilight Saga: New Moon,Adventure Fantasy Drama Romance moon cinema vampire werewolf fang vamp
Shrek,Adventure Animation Comedy Family Fantasy magic liberation lordship castle robin hood enchantment fairy-tale figure princess parody woman director ogre
The Adjustment Bureau,Science Fiction Thriller Romance hotel dancer hat senator future honesty plan kiss speech marriage politician alone fate foot chase covert agency courthouse political campaign based on short story
Robin Hood: Prince of Thieves,Adventure england crusade mercifulness robin hood folk hero
Jerry Maguire,Comedy Drama Romance stadium career sport sports agent
Ted,Comedy Fantasy friendship love teddy bear toy comes to life wishes come true
As Good as It Gets,Comedy Romance single parent waitress lone wolf friendship neighbor author cowardliness writer dog rude obnoxious unlikely friendship noodle salad
Patch Adams,Comedy Drama nurse hospital doctor laughter
Anchorman 2: The Legend Continues,Comedy journalism mustache tv news newsroom gang warfare aftercreditsstinger news spoof tv news anchor
Mr. Deeds,Comedy Romance love letter new hampshire ferrari liar city country contrast inheritance billionaire new york city kindness fable apple tree corporate take over chrysler building
Super 8,Thriller Science Fiction Mystery 1970s secret alien train crash pistol firecracker duringcreditsstinger
Erin Brockovich,Drama biography based on true story single mother water pollution environmental law
How to Lose a Guy in 10 Days,Comedy Romance new york bet journalist therapist advertising expert relationship
22 Jump Street,Crime Comedy Action high school undercover cop buddy comedy aftercreditsstinger duringcreditsstinger
Interview with the Vampire,Horror Romance paris san francisco vampire plantation pity bite fang vamp
Yes Man,Comedy bungee-jump scooter
Central Intelligence,Action Comedy spy cia espionage high school reunion reference to facebook accountant
Stepmom,Drama Romance divorce rebellious daughter freeze frame custody school play photo shoot
Daddy's Home,Comedy daddys home
Into the Woods,Fantasy Comedy Music witch cinderella prince fairy tale musical princess sondheim curse based on stage musical beanstalk duringcreditsstinger red riding hood
Inside Man,Crime Drama Thriller bank manager kidnapping nazi background document ultimatum court case heist financial transactions
Payback,Drama Action Thriller Crime new york heroin money criminal
Congo,Action Adventure Drama Mystery Science Fiction Thriller gorilla kongo diamond mine diamond
We Bought a Zoo,Drama Comedy Family zoo
Knowing,Action Adventure Drama Mystery Science Fiction Thriller cataclysm code suspense end of the world time capsule astrophysicist grieving widower lexington massachusetts westford massachusetts prediction researcher numbers news
Failure to Launch,Comedy hotel mom romantic comedy lying living with parents pretend relationship
The Ring Two,Drama Horror Thriller nun based on novel bath tub nightmare son sequel remake vision good vs evil woman reporter mental institution videotape evil child
"Crazy, Stupid, Love.",Comedy Drama Romance soulmates midlife crisis marriage crisis womanizer law school crazy relationship
